auction_date,species_name,avg_price,trade_quantity,avg_weight_kg,tier_code_id,market_name,date,water_temperature,humidity,pressure,avg_temperature,wind_speed,max_temperature,min_temperature,rainfall,season
2018-01-04,(활)우럭,11075.0,771.4,0.8,FWT_M,노량진수산시장,2018-01-04,,77.5,1026.8,-0.4,5.0,0.6,-1.0,,winter
2018-01-04,(활)농어,11866.67,469.0,0.8,FWT_M,노량진수산시장,2018-01-04,,77.5,1026.8,-0.4,5.0,0.6,-1.0,,winter
2018-01-04,(활)넙치,13000.0,9.0,0.0833333333333333,FWT_XS,노량진수산시장,2018-01-04,,77.5,1026.8,-0.4,5.0,0.6,-1.0,,winter
2018-01-05,(활)우럭,9900.0,875.7,0.8,FWT_M,노량진수산시장,2018-01-05,,78.4,1021.7,1.5,3.8,3.9,-0.8,0.8,winter
2018-01-05,(활)참돔,15000.0,1981.3,0.8,FWT_M,노량진수산시장,2018-01-05,,78.4,1021.7,1.5,3.8,3.9,-0.8,0.8,winter
2018-01-05,(활)농어,11050.0,159.2,0.8,FWT_M,노량진수산시장,2018-01-05,,78.4,1021.7,1.5,3.8,3.9,-0.8,0.8,winter
2018-01-05,(활)넙치,13700.0,1460.3,0.8,FWT_M,노량진수산시장,2018-01-05,,78.4,1021.7,1.5,3.8,3.9,-0.8,0.8,winter
2018-01-05,(활)참숭어,7300.0,693.4,0.8,FWT_M,노량진수산시장,2018-01-05,,78.4,1021.7,1.5,3.8,3.9,-0.8,0.8,winter
2018-01-06,(활)우럭,7233.33,1493.5,0.8,FWT_M,노량진수산시장,2018-01-06,,74.3,1024.0,2.5,5.2,5.7,-0.4,,winter
2018-01-06,(활)참돔,14500.0,1652.8,0.8,FWT_M,노량진수산시장,2018-01-06,,74.3,1024.0,2.5,5.2,5.7,-0.4,,winter
2018-01-06,(활)농어,11700.0,563.2,0.8,FWT_M,노량진수산시장,2018-01-06,,74.3,1024.0,2.5,5.2,5.7,-0.4,,winter
2018-01-06,(활)넙치,12583.33,2254.3,0.8,FWT_M,노량진수산시장,2018-01-06,,74.3,1024.0,2.5,5.2,5.7,-0.4,,winter
2018-01-06,(활)참돔,9300.0,68.5,,,노량진수산시장,2018-01-06,,74.3,1024.0,2.5,5.2,5.7,-0.4,,winter
2018-01-08,(활)우럭,14300.0,1720.3,0.8,FWT_M,노량진수산시장,2018-01-08,,90.6,1012.7,3.5,5.2,4.5,2.3,2.8,winter
2018-01-08,(활)농어,9100.0,44.5,0.8,FWT_M,노량진수산시장,2018-01-08,,90.6,1012.7,3.5,5.2,4.5,2.3,2.8,winter
2018-01-08,(활)참돔,17350.0,1188.6,0.8,FWT_M,노량진수산시장,2018-01-08,,90.6,1012.7,3.5,5.2,4.5,2.3,2.8,winter
2018-01-08,(활)넙치,25540.0,716.5,0.8,FWT_M,노량진수산시장,2018-01-08,,90.6,1012.7,3.5,5.2,4.5,2.3,2.8,winter
2018-01-09,(활)참숭어,3450.0,121.0,0.8,FWT_M,노량진수산시장,2018-01-09,,80.6,1016.7,1.3,7.7,2.8,-0.5,0.6,winter
2018-01-09,(활)참돔,13450.0,239.3,0.8,FWT_M,노량진수산시장,2018-01-09,,80.6,1016.7,1.3,7.7,2.8,-0.5,0.6,winter
2018-01-09,(활)농어,10700.0,446.0,0.8,FWT_M,노량진수산시장,2018-01-09,,80.6,1016.7,1.3,7.7,2.8,-0.5,0.6,winter
2018-01-09,(활)넙치,15283.33,1643.3,0.8,FWT_M,노량진수산시장,2018-01-09,,80.6,1016.7,1.3,7.7,2.8,-0.5,0.6,winter
2018-01-09,(활)우럭,10333.33,724.1,0.8,FWT_M,노량진수산시장,2018-01-09,,80.6,1016.7,1.3,7.7,2.8,-0.5,0.6,winter
2018-01-10,(활)참숭어,5800.0,356.2,0.8,FWT_M,노량진수산시장,2018-01-10,,92.5,1020.1,-1.8,7.6,2.5,-4.0,14.4,winter
2018-01-10,(활)우럭,10733.33,708.1,0.8,FWT_M,노량진수산시장,2018-01-10,,92.5,1020.1,-1.8,7.6,2.5,-4.0,14.4,winter
2018-01-10,(활)참돔,16050.0,933.8,0.8,FWT_M,노량진수산시장,2018-01-10,,92.5,1020.1,-1.8,7.6,2.5,-4.0,14.4,winter
2018-01-10,(활)농어,10300.0,353.5,0.8,FWT_M,노량진수산시장,2018-01-10,,92.5,1020.1,-1.8,7.6,2.5,-4.0,14.4,winter
2018-01-10,(활)넙치,27700.0,906.8,0.8,FWT_M,노량진수산시장,2018-01-10,,92.5,1020.1,-1.8,7.6,2.5,-4.0,14.4,winter
2018-01-11,(활)참숭어,7850.0,793.4,0.8,FWT_M,노량진수산시장,2018-01-11,,93.0,1027.3,-4.1,6.4,-2.2,-5.2,8.6,winter
2018-01-11,(활)농어,10400.0,102.6,0.8,FWT_M,노량진수산시장,2018-01-11,,93.0,1027.3,-4.1,6.4,-2.2,-5.2,8.6,winter
2018-01-11,(활)넙치,10440.0,1010.1,0.8,FWT_M,노량진수산시장,2018-01-11,,93.0,1027.3,-4.1,6.4,-2.2,-5.2,8.6,winter
2018-01-11,(활)우럭,9500.0,630.5,0.8,FWT_M,노량진수산시장,2018-01-11,,93.0,1027.3,-4.1,6.4,-2.2,-5.2,8.6,winter
2018-01-11,(활)참돔,16050.0,702.1,0.8,FWT_M,노량진수산시장,2018-01-11,,93.0,1027.3,-4.1,6.4,-2.2,-5.2,8.6,winter
2018-01-12,(활)참숭어,3100.0,109.9,0.8,FWT_M,노량진수산시장,2018-01-12,,91.4,1032.0,-5.9,2.2,-3.2,-9.0,1.2,winter
2018-01-12,(활)넙치,17575.0,1527.7,0.8,FWT_M,노량진수산시장,2018-01-12,,91.4,1032.0,-5.9,2.2,-3.2,-9.0,1.2,winter
2018-01-12,(활)우럭,7950.0,631.1,0.8,FWT_M,노량진수산시장,2018-01-12,,91.4,1032.0,-5.9,2.2,-3.2,-9.0,1.2,winter
2018-01-12,(활)농어,11400.0,637.5,0.8,FWT_M,노량진수산시장,2018-01-12,,91.4,1032.0,-5.9,2.2,-3.2,-9.0,1.2,winter
2018-01-12,(활)참돔,15425.0,2383.2,0.8,FWT_M,노량진수산시장,2018-01-12,,91.4,1032.0,-5.9,2.2,-3.2,-9.0,1.2,winter
2018-01-13,(활)참돔,14700.0,2291.2,0.8,FWT_M,노량진수산시장,2018-01-13,,86.4,1032.8,-0.6,1.7,5.0,-5.6,0.7,winter
2018-01-13,(활)우럭,10850.0,598.2,0.8,FWT_M,노량진수산시장,2018-01-13,,86.4,1032.8,-0.6,1.7,5.0,-5.6,0.7,winter
2018-01-13,(활)넙치,13750.0,2642.4,0.8,FWT_M,노량진수산시장,2018-01-13,,86.4,1032.8,-0.6,1.7,5.0,-5.6,0.7,winter
2018-01-13,(활)농어,11200.0,539.1,0.8,FWT_M,노량진수산시장,2018-01-13,,86.4,1032.8,-0.6,1.7,5.0,-5.6,0.7,winter
2018-01-13,(활)넙치,6200.0,148.2,1.5,FWT_L,노량진수산시장,2018-01-13,,86.4,1032.8,-0.6,1.7,5.0,-5.6,0.7,winter
2018-01-13,(활)참숭어,11800.0,640.4,0.8,FWT_M,노량진수산시장,2018-01-13,,86.4,1032.8,-0.6,1.7,5.0,-5.6,0.7,winter
2018-01-15,(활)참숭어,4600.0,1411.8,0.8,FWT_M,노량진수산시장,2018-01-15,,94.8,1024.6,5.2,1.8,10.3,1.1,0.1,winter
2018-01-15,(활)농어,10200.0,92.4,0.8,FWT_M,노량진수산시장,2018-01-15,,94.8,1024.6,5.2,1.8,10.3,1.1,0.1,winter
2018-01-15,(활)참돔,14400.0,1459.9,0.8,FWT_M,노량진수산시장,2018-01-15,,94.8,1024.6,5.2,1.8,10.3,1.1,0.1,winter
2018-01-15,(활)넙치,36700.0,116.8,1.5,FWT_L,노량진수산시장,2018-01-15,,94.8,1024.6,5.2,1.8,10.3,1.1,0.1,winter
2018-01-15,(활)넙치,17575.0,1485.8,0.8,FWT_M,노량진수산시장,2018-01-15,,94.8,1024.6,5.2,1.8,10.3,1.1,0.1,winter
2018-01-15,(활)우럭,7800.0,1641.3,0.8,FWT_M,노량진수산시장,2018-01-15,,94.8,1024.6,5.2,1.8,10.3,1.1,0.1,winter
2018-01-16,(활)참돔,15866.67,430.9,1.5,FWT_L,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)참돔,33000.0,1.0,0.5,FWT_M,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)참돔,71000.0,4.0,0.25,FWT_S,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)넙치,15200.0,2274.1,0.8,FWT_M,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)넙치,14250.0,465.5,1.5,FWT_L,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)참돔,112500.0,1.0,0.1666666666666666,FWT_XS,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)참숭어,7100.0,79.9,0.8,FWT_M,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)우럭,10800.0,162.0,1.5,FWT_L,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)우럭,54960.0,550.6,0.8,FWT_M,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)농어,12766.67,622.7,0.8,FWT_M,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)농어,15950.0,145.5,1.5,FWT_L,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)참돔,11133.33,446.2,0.8,FWT_M,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-16,(활)참숭어,5300.0,332.6,1.5,FWT_L,노량진수산시장,2018-01-16,,97.9,1016.9,5.3,2.0,7.5,2.8,21.6,winter
2018-01-17,(활)우럭,98000.0,1.0,0.1428571428571428,FWT_XS,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)농어,28000.0,6.6,0.8,FWT_M,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)참숭어,3650.0,1068.1,0.8,FWT_M,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)참돔,20000.0,761.6,0.8,FWT_M,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)우럭,126000.0,1.0,0.0588235294117647,FWT_XS,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)참돔,96000.0,1.0,0.0909090909090909,FWT_XS,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)넙치,11340.0,2107.6,0.8,FWT_M,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)우럭,30333.33,646.9,0.8,FWT_M,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)우럭,14050.0,157.6,1.5,FWT_L,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-17,(활)참돔,63000.0,3.0,0.25,FWT_S,노량진수산시장,2018-01-17,,96.9,1018.7,5.4,3.4,7.9,4.2,2.4,winter
2018-01-18,(활)넙치,11133.33,3370.9,0.8,FWT_M,노량진수산시장,2018-01-18,,93.0,1023.7,4.6,3.0,7.7,1.0,,winter
2018-01-18,(활)참숭어,3633.33,1048.0,0.8,FWT_M,노량진수산시장,2018-01-18,,93.0,1023.7,4.6,3.0,7.7,1.0,,winter
2018-01-18,(활)우럭,8033.33,1542.2,0.8,FWT_M,노량진수산시장,2018-01-18,,93.0,1023.7,4.6,3.0,7.7,1.0,,winter
2018-01-18,(활)참돔,14400.0,1315.8,0.8,FWT_M,노량진수산시장,2018-01-18,,93.0,1023.7,4.6,3.0,7.7,1.0,,winter
2018-01-18,(활)농어,13800.0,817.6,0.8,FWT_M,노량진수산시장,2018-01-18,,93.0,1023.7,4.6,3.0,7.7,1.0,,winter
2018-01-19,(활)참돔,15300.0,1818.4,0.8,FWT_M,노량진수산시장,2018-01-19,,71.3,1024.2,1.8,4.0,6.2,-1.3,,winter
2018-01-19,(활)농어,4000.0,11.5,1.5,FWT_L,노량진수산시장,2018-01-19,,71.3,1024.2,1.8,4.0,6.2,-1.3,,winter
2018-01-19,(활)농어,6100.0,1408.0,0.8,FWT_M,노량진수산시장,2018-01-19,,71.3,1024.2,1.8,4.0,6.2,-1.3,,winter
2018-01-19,(활)참숭어,6000.0,1812.1,0.8,FWT_M,노량진수산시장,2018-01-19,,71.3,1024.2,1.8,4.0,6.2,-1.3,,winter
2018-01-19,(활)우럭,8633.33,895.9,0.8,FWT_M,노량진수산시장,2018-01-19,,71.3,1024.2,1.8,4.0,6.2,-1.3,,winter
2018-01-19,(활)우럭,126100.0,1.0,0.2,FWT_S,노량진수산시장,2018-01-19,,71.3,1024.2,1.8,4.0,6.2,-1.3,,winter
2018-01-19,(활)넙치,12033.33,1684.5,0.8,FWT_M,노량진수산시장,2018-01-19,,71.3,1024.2,1.8,4.0,6.2,-1.3,,winter
2018-01-20,(활)넙치,13933.33,1919.3,0.8,FWT_M,노량진수산시장,2018-01-20,,80.1,1023.6,2.5,2.5,8.0,-1.9,,winter
2018-01-20,(활)우럭,9000.0,934.1,0.8,FWT_M,노량진수산시장,2018-01-20,,80.1,1023.6,2.5,2.5,8.0,-1.9,,winter
2018-01-20,(활)참돔,16500.0,2666.7,0.8,FWT_M,노량진수산시장,2018-01-20,,80.1,1023.6,2.5,2.5,8.0,-1.9,,winter
2018-01-20,(활)농어,6050.0,1385.0,0.8,FWT_M,노량진수산시장,2018-01-20,,80.1,1023.6,2.5,2.5,8.0,-1.9,,winter
2018-01-20,(활)참숭어,3566.67,2358.1,0.8,FWT_M,노량진수산시장,2018-01-20,,80.1,1023.6,2.5,2.5,8.0,-1.9,,winter
2018-01-22,(활)참돔,17600.0,1518.9,0.8,FWT_M,노량진수산시장,2018-01-22,,73.6,1016.9,5.4,4.1,10.2,1.9,0.0,winter
2018-01-22,(활)참숭어,4400.0,845.1,0.8,FWT_M,노량진수산시장,2018-01-22,,73.6,1016.9,5.4,4.1,10.2,1.9,0.0,winter
2018-01-22,(활)참돔,10500.0,6.5,0.3333333333333333,FWT_S,노량진수산시장,2018-01-22,,73.6,1016.9,5.4,4.1,10.2,1.9,0.0,winter
2018-01-22,(활)넙치,2250.0,208.9,1.5,FWT_L,노량진수산시장,2018-01-22,,73.6,1016.9,5.4,4.1,10.2,1.9,0.0,winter
2018-01-22,(활)우럭,7250.0,1218.8,0.8,FWT_M,노량진수산시장,2018-01-22,,73.6,1016.9,5.4,4.1,10.2,1.9,0.0,winter
2018-01-22,(활)넙치,14550.0,1546.6,0.8,FWT_M,노량진수산시장,2018-01-22,,73.6,1016.9,5.4,4.1,10.2,1.9,0.0,winter
2018-01-22,(활)농어,18866.67,390.8,0.8,FWT_M,노량진수산시장,2018-01-22,,73.6,1016.9,5.4,4.1,10.2,1.9,0.0,winter
2018-01-23,(활)참돔,15800.0,1385.7,0.8,FWT_M,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-23,(활)참돔,35000.0,3.0,0.2,FWT_S,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-23,(활)참돔,65000.0,5.0,0.25,FWT_S,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-23,(활)참돔,49000.0,10.0,0.3333333333333333,FWT_S,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-23,(활)우럭,9750.0,1190.5,0.8,FWT_M,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-23,(활)참숭어,3000.0,673.7,0.8,FWT_M,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-23,(활)참돔,30000.0,1.0,0.0769230769230769,FWT_XS,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-23,(활)농어,12575.0,58.5,0.8,FWT_M,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-23,(활)넙치,14350.0,2191.1,0.8,FWT_M,노량진수산시장,2018-01-23,,81.8,1023.8,-3.5,7.2,2.0,-6.9,0.2,winter
2018-01-24,(활)참돔,12050.0,469.9,0.8,FWT_M,노량진수산시장,2018-01-24,,79.9,1028.4,-7.9,4.7,-5.3,-11.3,1.0,winter
2018-01-24,(활)우럭,7466.67,525.2,0.8,FWT_M,노량진수산시장,2018-01-24,,79.9,1028.4,-7.9,4.7,-5.3,-11.3,1.0,winter
2018-01-24,(활)참숭어,1933.33,959.2,0.8,FWT_M,노량진수산시장,2018-01-24,,79.9,1028.4,-7.9,4.7,-5.3,-11.3,1.0,winter
2018-01-24,(활)농어,6000.0,6.5,0.8,FWT_M,노량진수산시장,2018-01-24,,79.9,1028.4,-7.9,4.7,-5.3,-11.3,1.0,winter
2018-01-24,(활)넙치,14200.0,1765.3,0.8,FWT_M,노량진수산시장,2018-01-24,,79.9,1028.4,-7.9,4.7,-5.3,-11.3,1.0,winter
2018-01-25,(활)넙치,15000.0,18.0,0.125,FWT_XS,노량진수산시장,2018-01-25,,82.6,1029.4,-6.8,7.6,-5.3,-8.9,0.0,winter
2018-01-25,(활)참숭어,3500.0,198.3,0.8,FWT_M,노량진수산시장,2018-01-25,,82.6,1029.4,-6.8,7.6,-5.3,-8.9,0.0,winter
2018-01-25,(활)넙치,18400.0,1491.0,0.8,FWT_M,노량진수산시장,2018-01-25,,82.6,1029.4,-6.8,7.6,-5.3,-8.9,0.0,winter
2018-01-25,(활)농어,17400.0,77.4,0.8,FWT_M,노량진수산시장,2018-01-25,,82.6,1029.4,-6.8,7.6,-5.3,-8.9,0.0,winter
2018-01-25,(활)우럭,26133.33,923.2,0.8,FWT_M,노량진수산시장,2018-01-25,,82.6,1029.4,-6.8,7.6,-5.3,-8.9,0.0,winter
2018-01-25,(활)참돔,18433.33,1388.1,0.8,FWT_M,노량진수산시장,2018-01-25,,82.6,1029.4,-6.8,7.6,-5.3,-8.9,0.0,winter
2018-01-25,(활)넙치,11000.0,2.0,0.0833333333333333,FWT_XS,노량진수산시장,2018-01-25,,82.6,1029.4,-6.8,7.6,-5.3,-8.9,0.0,winter
2018-01-25,(활)넙치,18000.0,4.0,0.3333333333333333,FWT_S,노량진수산시장,2018-01-25,,82.6,1029.4,-6.8,7.6,-5.3,-8.9,0.0,winter
2018-01-26,(활)우럭,9850.0,379.3,0.8,FWT_M,노량진수산시장,2018-01-26,,83.4,1029.2,-6.1,9.2,-4.8,-8.0,1.0,winter
2018-01-26,(활)넙치,10250.0,2437.8,0.8,FWT_M,노량진수산시장,2018-01-26,,83.4,1029.2,-6.1,9.2,-4.8,-8.0,1.0,winter
2018-01-26,(활)참숭어,5600.0,783.4,0.8,FWT_M,노량진수산시장,2018-01-26,,83.4,1029.2,-6.1,9.2,-4.8,-8.0,1.0,winter
2018-01-26,(활)참돔,70000.0,1343.3,0.8,FWT_M,노량진수산시장,2018-01-26,,83.4,1029.2,-6.1,9.2,-4.8,-8.0,1.0,winter
2018-01-27,(활)농어,3400.0,92.5,0.8,FWT_M,노량진수산시장,2018-01-27,,70.4,1027.8,-5.6,4.8,-1.6,-9.9,0.0,winter
2018-01-27,(활)참돔,82000.0,1404.2,0.8,FWT_M,노량진수산시장,2018-01-27,,70.4,1027.8,-5.6,4.8,-1.6,-9.9,0.0,winter
2018-01-27,(활)넙치,17850.0,2010.3,0.8,FWT_M,노량진수산시장,2018-01-27,,70.4,1027.8,-5.6,4.8,-1.6,-9.9,0.0,winter
2018-01-27,(활)넙치,4300.0,52.6,1.5,FWT_L,노량진수산시장,2018-01-27,,70.4,1027.8,-5.6,4.8,-1.6,-9.9,0.0,winter
2018-01-27,(활)농어,3700.0,60.6,1.5,FWT_L,노량진수산시장,2018-01-27,,70.4,1027.8,-5.6,4.8,-1.6,-9.9,0.0,winter
2018-01-27,(활)참숭어,4000.0,1650.0,0.8,FWT_M,노량진수산시장,2018-01-27,,70.4,1027.8,-5.6,4.8,-1.6,-9.9,0.0,winter
2018-01-27,(활)우럭,11033.33,561.4,0.8,FWT_M,노량진수산시장,2018-01-27,,70.4,1027.8,-5.6,4.8,-1.6,-9.9,0.0,winter
2018-01-29,(활)넙치,17000.0,1.0,0.5,FWT_M,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-29,(활)넙치,22000.0,1.0,0.3333333333333333,FWT_S,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-29,(활)넙치,12366.67,791.0,0.8,FWT_M,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-29,(활)참숭어,12700.0,39.9,0.8,FWT_M,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-29,(활)우럭,8650.0,1571.0,0.8,FWT_M,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-29,(활)농어,16500.0,3.3,0.8,FWT_M,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-29,(활)참돔,63000.0,2.0,0.25,FWT_S,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-29,(활)참돔,60533.33,1426.5,0.8,FWT_M,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-29,(활)넙치,24000.0,3.0,0.25,FWT_S,노량진수산시장,2018-01-29,,92.5,1024.2,-3.5,4.2,-1.6,-5.7,1.9,winter
2018-01-30,(활)참숭어,5050.0,658.9,0.8,FWT_M,노량진수산시장,2018-01-30,,77.8,1027.5,-3.1,1.9,0.2,-6.4,0.5,winter
2018-01-30,(활)우럭,10050.0,444.3,0.8,FWT_M,노량진수산시장,2018-01-30,,77.8,1027.5,-3.1,1.9,0.2,-6.4,0.5,winter
2018-01-30,(활)우럭,65000.0,1.0,0.125,FWT_XS,노량진수산시장,2018-01-30,,77.8,1027.5,-3.1,1.9,0.2,-6.4,0.5,winter
2018-01-30,(활)우럭,70000.0,1.0,0.0454545454545454,FWT_XS,노량진수산시장,2018-01-30,,77.8,1027.5,-3.1,1.9,0.2,-6.4,0.5,winter
2018-01-30,(활)참돔,30000.0,1.0,0.125,FWT_XS,노량진수산시장,2018-01-30,,77.8,1027.5,-3.1,1.9,0.2,-6.4,0.5,winter
2018-01-30,(활)참돔,43000.0,4.0,0.1666666666666666,FWT_XS,노량진수산시장,2018-01-30,,77.8,1027.5,-3.1,1.9,0.2,-6.4,0.5,winter
